Beer_Name,ABV,IBU,Style,Ounces,Name.y,City,State
Köld Lager (2010),0.05,16,German Pilsener,16,Tallgrass Brewing Company,Manhattan, KS
Oasis (2010),0.072,93,American Double / Imperial IPA,16,Tallgrass Brewing Company,Manhattan, KS
Tallgrass Ale,0.044,22,American Brown Ale,16,Tallgrass Brewing Company,Manhattan, KS
Buffalo Sweat (2010),0.05,20,Milk / Sweet Stout,16,Tallgrass Brewing Company,Manhattan, KS
Tallgrass IPA,0.063,60,American IPA,16,Tallgrass Brewing Company,Manhattan, KS
4Beans,0.1,52,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY
Jammer,0.042,16,Gose,12,Sixpoint Craft Ales,Brooklyn, NY
Abigale,0.08,NA,Belgian Pale Ale,12,Sixpoint Craft Ales,Brooklyn, NY
Rad,0.032,7,Fruit / Vegetable Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali,0.065,62,American IPA,24,Sixpoint Craft Ales,Brooklyn, NY
Sensi Harvest,0.047,50,American Pale Ale (APA),12,Sixpoint Craft Ales,Brooklyn, NY
Hi-Res,0.099,111,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY
Global Warmer,0.07,70,American Strong Ale,12,Sixpoint Craft Ales,Brooklyn, NY
Autumnation (2013),0.067,74,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
The Crisp,0.054,42,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY
Sweet Action,0.052,34,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Righteous Ale,0.063,57,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali Tiger,0.064,62,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
3Beans,0.099,85,Baltic Porter,12,Sixpoint Craft Ales,Brooklyn, NY
Brownstone,0.059,47,American Brown Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Apollo,0.052,11,American Pale Wheat Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Harbinger,0.049,35,Saison / Farmhouse Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Resin,0.091,103,American Double / Imperial IPA,12,Sixpoint Craft Ales,Brooklyn, NY
Diesel,0.063,69,American Stout,16,Sixpoint Craft Ales,Brooklyn, NY
Autumnation (2011-12) (2011),0.06,48,Pumpkin Ale,16,Sixpoint Craft Ales,Brooklyn, NY
The Crisp (2011),0.054,42,German Pilsener,16,Sixpoint Craft Ales,Brooklyn, NY
Sweet Action (2011),0.052,34,Cream Ale,16,Sixpoint Craft Ales,Brooklyn, NY
Righteous Ale (2011),0.063,57,Rye Beer,16,Sixpoint Craft Ales,Brooklyn, NY
Bengali Tiger (2011),0.064,62,American IPA,16,Sixpoint Craft Ales,Brooklyn, NY
Raspberry Berliner Weisse,0.055,NA,Berliner Weissbier,12,White Birch Brewing,Hooksett, NH
Hop Session,0.05,NA,American IPA,12,White Birch Brewing,Hooksett, NH
Blueberry Berliner Weisse,0.055,NA,Berliner Weissbier,12,White Birch Brewing,Hooksett, NH
Berliner Weisse,0.055,NA,Berliner Weissbier,12,White Birch Brewing,Hooksett, NH
Easy Jack,0.045,47,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA
Union Jack,0.075,75,American IPA,12,Firestone Walker Brewing Company,Paso Robles, CA
Pivo Pils,0.053,NA,German Pilsener,12,Firestone Walker Brewing Company,Paso Robles, CA
805 Blonde Ale,0.047,NA,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA
805,0.047,20,American Blonde Ale,12,Firestone Walker Brewing Company,Paso Robles, CA
Take Two Pils,0.055,35,German Pilsener,12,SweetWater Brewing Company,Atlanta, GA
Waterkeeper,0.057,NA,Hefeweizen,12,SweetWater Brewing Company,Atlanta, GA
SweetWater IPA,0.064,NA,American IPA,12,SweetWater Brewing Company,Atlanta, GA
420 Extra Pale Ale,0.054,NA,American Pale Ale (APA),12,SweetWater Brewing Company,Atlanta, GA
Flying Mouse 8,0.04,NA,American Porter,12,Flying Mouse Brewery,Troutville, VA
Flying Mouse 4,0.07,70,American IPA,12,Flying Mouse Brewery,Troutville, VA
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,0.128,NA,Quadrupel (Quad),19.2,Upslope Brewing Company,Boulder, CO
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,0.104,NA,Rye Beer,19.2,Upslope Brewing Company,Boulder, CO
Lee Hill Series Vol. 2 - Wild Saison,0.068,24,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,0.099,51,American Double / Imperial Stout,19.2,Upslope Brewing Company,Boulder, CO
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,0.076,NA,American Brown Ale,19.2,Upslope Brewing Company,Boulder, CO
Blood Orange Saison,0.06,NA,Saison / Farmhouse Ale,12,Upslope Brewing Company,Boulder, CO
Thai Style White IPA,0.065,33,American White IPA,12,Upslope Brewing Company,Boulder, CO
Ferus Fluxus Wild Belgian Pale Ale,0.075,30,American Wild Ale,19.2,Upslope Brewing Company,Boulder, CO
Upslope Imperial India Pale Ale,0.099,90,American Double / Imperial IPA,19.2,Upslope Brewing Company,Boulder, CO
Upslope Christmas Ale,0.082,NA,Winter Warmer,16,Upslope Brewing Company,Boulder, CO
Upslope Pumpkin Ale,0.077,NA,Pumpkin Ale,16,Upslope Brewing Company,Boulder, CO
Upslope Belgian Style Pale Ale,0.075,30,Belgian Pale Ale,12,Upslope Brewing Company,Boulder, CO
Upslope Foreign Style Stout,0.069,NA,Foreign / Export Stout,12,Upslope Brewing Company,Boulder, CO
Top Rope Mexican-style Craft Lager,0.048,15,Vienna Lager,12,Upslope Brewing Company,Boulder, CO
Upslope Craft Lager,0.048,22,Vienna Lager,12,Upslope Brewing Company,Boulder, CO
Upslope Brown Ale,0.067,NA,English Brown Ale,12,Upslope Brewing Company,Boulder, CO
Upslope Pale Ale,0.058,NA,American Pale Ale (APA),12,Upslope Brewing Company,Boulder, CO
Upslope India Pale Ale,0.072,NA,American IPA,12,Upslope Brewing Company,Boulder, CO
Blood of the Unicorn,0.065,NA,American Amber / Red Ale,16,Pipeworks Brewing Company,Chicago, IL
Moar,0.044,44,English India Pale Ale (IPA),12,Bent Brewstillery,Roseville, MN
Uber Lupin Schwarz IPA,0.083,NA,American Double / Imperial IPA,16,Bent Brewstillery,Roseville, MN
Nordic Blonde,0.057,27,American Blonde Ale,12,Bent Brewstillery,Roseville, MN
Moped Traveler,0.055,NA,American Pale Ale (APA),16,Flesk Brewing Company,Lombard, IL
Mazzie,0.054,45,American Pale Ale (APA),12,Pollyanna Brewing Company,Lemont, IL
Painted Turtle,0.045,NA,American Pale Ale (APA),12,BuckleDown Brewing,Lyons, IL
Weissenheimer,0.052,16,Hefeweizen,12,Destihl Brewery,Bloomington, IL
Abbey's Single (2015- ),0.049,22,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL
Vertex IPA,0.063,76,American IPA,12,Destihl Brewery,Bloomington, IL
Here Gose Nothin',0.05,12,Gose,12,Destihl Brewery,Bloomington, IL
Strawberry Blonde,0.05,NA,Fruit / Vegetable Beer,12,Destihl Brewery,Bloomington, IL
Hoperation Overload,0.096,85,American Double / Imperial IPA,12,Destihl Brewery,Bloomington, IL
Abbey's Single Ale (Current),0.049,22,Abbey Single Ale,12,Destihl Brewery,Bloomington, IL
Make It So,0.053,40,Extra Special / Strong Bitter (ESB),12,Summit Brewing Company,St. Paul, MN
Hopvale Organic Ale,0.047,55,American Pale Ale (APA),16,Summit Brewing Company,St. Paul, MN
Unchained #18 Hop Silo,0.083,100,American Double / Imperial IPA,16,Summit Brewing Company,St. Paul, MN
Beach Cruiser,0.045,NA,Hefeweizen,12,Latitude 42 Brewing Company,Portage, MI
I.P. Eh!,0.068,NA,American IPA,12,Latitude 42 Brewing Company,Portage, MI
Schoolhouse Honey,0.05,NA,American Amber / Red Ale,12,Latitude 42 Brewing Company,Portage, MI
10 Degrees of Separation,0.055,NA,English Brown Ale,12,Latitude 42 Brewing Company,Portage, MI
Passion Fruit Prussia,0.035,11,Berliner Weissbier,12,4 Hands Brewing Company,Saint Louis, MO
Send Help,0.045,18,American Blonde Ale,12,4 Hands Brewing Company,Saint Louis, MO
Cast Iron Oatmeal Brown,0.055,NA,American Brown Ale,12,4 Hands Brewing Company,Saint Louis, MO
Reprise Centennial Red,0.06,NA,American Amber / Red Ale,12,4 Hands Brewing Company,Saint Louis, MO
Alter Ego,0.055,NA,American Black Ale,12,4 Hands Brewing Company,Saint Louis, MO
Divided Sky,0.065,NA,American IPA,12,4 Hands Brewing Company,Saint Louis, MO
Resurrected,0.065,NA,American IPA,12,4 Hands Brewing Company,Saint Louis, MO
Contact High,0.05,28,American Pale Wheat Ale,12,4 Hands Brewing Company,Saint Louis, MO
Todd the Axe Man,0.072,NA,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
Doomtree,0.057,NA,Extra Special / Strong Bitter (ESB),16,Surly Brewing Company,Brooklyn Center, MN
BLAKKR,0.099,85,American Black Ale,16,Surly Brewing Company,Brooklyn Center, MN
Overrated! West Coast Style IPA,0.073,69,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
WET,0.075,90,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
Bitter Brewer,0.04,37,English Bitter,16,Surly Brewing Company,Brooklyn Center, MN
SurlyFest,0.055,34,Rye Beer,16,Surly Brewing Company,Brooklyn Center, MN
Coffee Bender,0.051,45,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN
Bender,0.051,45,American Brown Ale,16,Surly Brewing Company,Brooklyn Center, MN
Abrasive Ale,0.097,120,American Double / Imperial IPA,16,Surly Brewing Company,Brooklyn Center, MN
Hell,0.051,20,Keller Bier / Zwickel Bier,16,Surly Brewing Company,Brooklyn Center, MN
CynicAle,0.067,33,Saison / Farmhouse Ale,16,Surly Brewing Company,Brooklyn Center, MN
Furious,0.062,99,American IPA,16,Surly Brewing Company,Brooklyn Center, MN
Citra Ass Down,0.082,68,American IPA,16,Against The Grain Brewery,Louisville, KY
The Brown Note,0.05,20,American Brown Ale,16,Against The Grain Brewery,Louisville, KY
Neomexicanus Native,0.06,46,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO
Old Soul,0.075,25,Belgian Strong Pale Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Snowcat Coffee Stout,0.059,NA,American Stout,12,Crazy Mountain Brewing Company,Edwards, CO
WinterWonderGrass Festival Ale,NA,NA,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Boohai Red Ale,NA,NA,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Lava Lake Wit,0.052,15,Witbier,12,Crazy Mountain Brewing Company,Edwards, CO
Mountain Livin' Pale Ale,0.06,NA,American Pale Ale (APA),12,Crazy Mountain Brewing Company,Edwards, CO
Crazy Mountain Amber Ale,0.052,25,American Amber / Red Ale,12,Crazy Mountain Brewing Company,Edwards, CO
Monkey Dancing On A Razor Blade,0.085,NA,Belgian IPA,24,SlapShot Brewing Company,Chicago, IL
Tripel Deke,0.082,NA,Tripel,24,SlapShot Brewing Company,Chicago, IL
Vinyl Frontier,0.083,NA,American Double / Imperial IPA,24,Mikerphone Brewing,Chicago, IL
Disco Superfly,0.08,NA,American IPA,24,Mikerphone Brewing,Chicago, IL
Misty Mountain Hop,0.075,NA,American IPA,24,Mikerphone Brewing,Chicago, IL
One-Hit Wonderful,0.075,NA,Belgian IPA,24,Mikerphone Brewing,Chicago, IL
En Parfaite Harmonie,0.065,NA,Saison / Farmhouse Ale,24,Mikerphone Brewing,Chicago, IL
Daft Funk,0.043,8,Berliner Weissbier,24,Mikerphone Brewing,Chicago, IL
Love In An Ellavator,0.075,NA,American IPA,24,Mikerphone Brewing,Chicago, IL
Spin Doctor,0.053,NA,American Pale Ale (APA),24,Mikerphone Brewing,Chicago, IL
OktoberFiesta,0.053,27,,12,Freetail Brewing Company,San Antonio, TX
Texicali ,0.065,33,American Brown Ale,12,Freetail Brewing Company,San Antonio, TX
Pinata Protest,0.06,NA,Witbier,12,Freetail Brewing Company,San Antonio, TX
Bat Outta Helles,0.042,20,Munich Helles Lager,12,Freetail Brewing Company,San Antonio, TX
Original,0.068,NA,American Amber / Red Ale,12,Freetail Brewing Company,San Antonio, TX
Rye Wit,0.042,10,Witbier,12,Freetail Brewing Company,San Antonio, TX
Soul Doubt,0.059,70,American IPA,12,Freetail Brewing Company,San Antonio, TX
Yo Soy Un Berliner,0.044,5,Berliner Weissbier,12,Freetail Brewing Company,San Antonio, TX
Bimini Twist,0.07,82,American IPA,12,3 Daughters Brewing,St Petersburg, FL
Beach Blonde,0.05,NA,American Blonde Ale,12,3 Daughters Brewing,St Petersburg, FL
Rod Bender Red,0.059,NA,American Amber / Red Ale,12,3 Daughters Brewing,St Petersburg, FL
Farmer's Daughter Blonde,0.051,17,American Blonde Ale,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Pump House IPA,0.055,45,American IPA,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Suicide Blonde IPA,0.07,NA,Belgian IPA,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Vanilla Porter,0.047,25,American Porter,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Honey Rye,0.058,18,Rye Beer,16,Red Shedman Farm Brewery and Hop...,Mt. Airy, MD
Long Leaf,0.071,75,American IPA,16,Appalachian Mountain Brewery,Boone, NC
Honey Badger Blonde,0.047,19,American Blonde Ale,16,Appalachian Mountain Brewery,Boone, NC
Porter (a/k/a Black Gold Porter),0.06,23,American Porter,16,Appalachian Mountain Brewery,Boone, NC
Jalapeno Pale Ale,0.055,45,American Pale Ale (APA),16,Birdsong Brewing Company,Charlotte, NC
Double Duckpin,0.085,90,American Double / Imperial IPA,12,Union Craft Brewing,Baltimore, MD
Old Pro,0.042,10,Gose,12,Union Craft Brewing,Baltimore, MD
Duckpin Pale Ale,0.055,NA,American Pale Ale (APA),12,Union Craft Brewing,Baltimore, MD
Balt Altbier,0.06,NA,Altbier,12,Union Craft Brewing,Baltimore, MD
Hop A-Peel,0.075,115,American Double / Imperial IPA,16,Atwater Brewery,Detroit, MI
Vanilla Java Porter,0.055,12,American Porter,16,Atwater Brewery,Detroit, MI
Michelada,0.052,NA,Fruit / Vegetable Beer,16,Atwater Brewery,Detroit, MI
Dirty Blonde Ale,0.045,8,American Blonde Ale,12,Atwater Brewery,Detroit, MI
Grand Circus IPA,0.05,62,American IPA,12,Atwater Brewery,Detroit, MI
Atwater's Lager,0.05,12,Munich Helles Lager,12,Atwater Brewery,Detroit, MI
Hopalicious,0.057,NA,American Pale Ale (APA),12,Ale Asylum,Madison, WI
Wobble,0.063,69,American IPA,16,Two Brothers Brewing Company,Warrenville, IL
Night Cat,0.058,43,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL
Night Cat (2014),0.058,43,American Dark Wheat Ale,12,Two Brothers Brewing Company,Warrenville, IL
Dog Days Lager,0.051,17,Dortmunder / Export Lager,12,Two Brothers Brewing Company,Warrenville, IL
Sidekick Extra Pale Ale,0.051,36,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL
Atom Smasher,0.077,23,Märzen / Oktoberfest,12,Two Brothers Brewing Company,Warrenville, IL
Testudo,0.045,NA,Bière de Garde,12,Two Brothers Brewing Company,Warrenville, IL
Hobnob B & B Pale Ale,0.065,NA,American Pale Ale (APA),12,Two Brothers Brewing Company,Warrenville, IL
Cane and Ebel,0.07,68,American Strong Ale,12,Two Brothers Brewing Company,Warrenville, IL
Outlaw IPA (2015),0.065,NA,American IPA,12,Two Brothers Brewing Company,Warrenville, IL
Cold Press,0.06,NA,American Black Ale,12,Bent Paddle Brewing Company,Duluth, MN
Harness the Winter,0.072,87,American IPA,12,Bent Paddle Brewing Company,Duluth, MN
14° ESB ,0.056,32,Extra Special / Strong Bitter (ESB),12,Bent Paddle Brewing Company,Duluth, MN
Bent Hop Golden IPA,0.062,68,American IPA,12,Bent Paddle Brewing Company,Duluth, MN
Bent Paddle Black Ale,0.06,34,American Black Ale,12,Bent Paddle Brewing Company,Duluth, MN
Venture Pils,0.05,38,German Pilsener,12,Bent Paddle Brewing Company,Duluth, MN
Oberon,0.058,NA,American Pale Wheat Ale,12,Bell's Brewery,Kalamazoo, MI
Smitten,0.06,NA,Rye Beer,16,Bell's Brewery,Kalamazoo, MI
Winter White,0.05,NA,Witbier,16,Bell's Brewery,Kalamazoo, MI
Oberon,0.058,NA,American Pale Wheat Ale,16,Bell's Brewery,Kalamazoo, MI
Two Hearted,0.07,NA,American IPA,16,Bell's Brewery,Kalamazoo, MI
Best Brown,0.058,NA,American Brown Ale,16,Bell's Brewery,Kalamazoo, MI
Professor Black,NA,NA,American Stout,12,Blue Owl Brewing,Austin, TX
Little Boss,NA,NA,American Pale Wheat Ale,12,Blue Owl Brewing,Austin, TX
Van Dayum!,NA,NA,American Amber / Red Ale,12,Blue Owl Brewing,Austin, TX
Spirit Animal,NA,NA,American Pale Ale (APA),12,Blue Owl Brewing,Austin, TX
Baby Daddy Session IPA,0.047,35,American IPA,12,Speakasy Ales & Lagers,San Francisco, CA
Saddle Bronc Brown Ale,0.048,16,American Brown Ale,12,Black Tooth Brewing Company,Sheridan, WY
Bomber Mountain Amber Ale,0.046,20,American Amber / Red Ale,12,Black Tooth Brewing Company,Sheridan, WY
Hard Cider,0.068,NA,Cider,16,Hopworks Urban Brewery,Portland, OR
Totally Radler,0.027,21,Radler,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Nonstop Hef Hop,0.039,20,American Pale Wheat Ale,16,Hopworks Urban Brewery,Portland, OR
Rise Up Red,0.058,60,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR
Survival Stout,0.058,35,American Stout,16,Hopworks Urban Brewery,Portland, OR
Hopworks IPA,0.066,75,American IPA,16,Hopworks Urban Brewery,Portland, OR
Abominable Winter Ale,0.073,70,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR
Pigwar White India Pale Ale,0.06,60,American White IPA,16,Hopworks Urban Brewery,Portland, OR
Rise-Up Red (2014),0.058,60,American Amber / Red Ale,16,Hopworks Urban Brewery,Portland, OR
Abominable Winter Ale (2012),0.073,70,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR
HUB Lager,0.051,32,Czech Pilsener,16,Hopworks Urban Brewery,Portland, OR
Hopworks IPA (2012),0.066,75,American IPA,16,Hopworks Urban Brewery,Portland, OR
Lil' Brainless Raspberries,0.052,NA,Fruit / Vegetable Beer,12,Epic Brewing,Denver, CO
Element 29,0.052,NA,American Pale Ale (APA),12,Epic Brewing,Denver, CO
Hop Syndrome,0.05,NA,American Pale Lager,12,Epic Brewing,Denver, CO
Escape to Colorado,0.062,NA,American IPA,12,Epic Brewing,Denver, CO
Slow Ride,0.045,40,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
